t,Nu
0.4554,2.79604208
0.4555,2.79604208
0.4557,2.79604208
0.4559,2.79604208
0.4561,2.79604208
0.4563,2.79604208
0.4564,2.79604208
0.4566,2.79604208
0.4568,2.79604208
0.4570,2.79604208
0.4572,2.79604208
0.4573,2.79604208
0.4575,2.79604208
0.4577,2.79604208
0.4579,2.79604208
0.4581,2.79604208
0.4582,2.79604208
0.4584,2.79604208
0.4586,2.79604208
0.4588,2.79604208
0.4589,2.79604208
0.4591,2.79604208
0.4593,2.79604208
0.4595,2.79604208
0.4597,2.79604208
0.4598,2.79604208
0.4600,2.79604208
0.4602,2.79604208
0.4604,2.79604208
0.4606,2.79604208
0.4607,2.79604208
0.4609,2.79604208
0.4611,2.79604208
0.4613,2.79604208
0.4615,2.79604208
0.4616,2.79604208
0.4618,2.79604208
0.4620,2.79604208
0.4622,2.79604208
0.4624,2.79604208
0.4625,2.79604208
0.4627,2.79604208
0.4629,2.79604208
0.4631,2.79604208
0.4632,2.79604208
0.4634,2.79604208
0.4636,2.79604208
0.4638,2.79604208
0.4640,2.79604208
0.4641,2.79604208
0.4643,2.79604208
0.4645,2.79604208
0.4647,2.79604208
0.4649,2.79604208
0.4650,2.79604208
0.4652,2.79604208
0.4654,2.79604208
0.4656,2.79604208
0.4658,2.79604208
0.4659,2.79604208
0.4661,2.79604208
0.4663,2.79604208
0.4665,2.79604208
0.4666,2.79604208
0.4668,2.79604208
0.4670,2.79604208
0.4672,2.79604208
0.4674,2.79604208
0.4675,2.79604208
0.4677,2.79604208
0.4679,2.79604208
0.4681,2.79604208
0.4683,2.79604208
0.4684,2.79604208
0.4686,2.79604208
0.4688,2.79604208
0.4690,2.79604208
0.4692,2.79604208
0.4693,2.79604208
0.4695,2.79604208
0.4697,2.79604208
0.4699,2.79604208
0.4701,2.79604208
0.4702,2.79604208
0.4704,2.79604208
0.4706,2.79604208
0.4708,2.79604208
0.4709,2.79604208
0.4711,2.79604208
0.4713,2.79604208
0.4715,2.79604208
0.4717,2.79604208
0.4718,2.79604208
0.4720,2.79604208
0.4722,2.79604208
0.4724,2.79604208
0.4726,2.79604208
0.4727,2.79604208
0.4729,2.79604208
0.4731,2.79604208
0.4733,2.79604208
0.4735,2.79604208
0.4736,2.79604208
0.4738,2.79604208
0.4740,2.79604208
0.4742,2.79604208
0.4743,2.79604208
0.4745,2.79604208
0.4747,2.79604208
0.4749,2.79604208
0.4751,2.79604208
0.4752,2.79604208
0.4754,2.79604208
0.4756,2.79604208
0.4758,2.79604208
0.4760,2.79604208
0.4761,2.79604208
0.4763,2.79604208
0.4765,2.79604208
0.4767,2.79604208
0.4769,2.79604208
0.4770,2.79604208
0.4772,2.79604208
0.4774,2.79604208
0.4776,2.79604208
0.4778,2.79604208
0.4779,2.79604208
0.4781,2.79604208
0.4783,2.79604208
0.4785,2.79604208
0.4786,2.79604208
0.4788,2.79604208
0.4790,2.79604208
0.4792,2.79604208
0.4794,2.79604208
0.4795,2.79604208
0.4797,2.79604208
0.4799,2.79604208
0.4801,2.79604208
0.4803,2.79604208
0.4804,2.79604208
0.4806,2.79604208
0.4808,2.79604208
0.4810,2.79604208
0.4812,2.79604208
0.4813,2.79604208
0.4815,2.79604208
0.4817,2.79604208
0.4819,2.79604208
0.4820,2.79604208
0.4822,2.79604208
0.4824,2.79604208
0.4826,2.79604208
0.4828,2.79604208
0.4829,2.79604208
0.4831,2.79604208
0.4833,2.79604208
0.4835,2.79604208
0.4837,2.79604208
0.4838,2.79604208
0.4840,2.79604208
0.4842,2.79604208
0.4844,2.79604208
0.4846,2.79604208
0.4847,2.79604208
0.4849,2.79604208
0.4851,2.79604208
0.4853,2.79604208
0.4855,2.79604208
0.4856,2.79604208
0.4858,2.79604208
0.4860,2.79604208
0.4862,2.79604208
0.4863,2.79604208
0.4865,2.79604208
0.4867,2.79604208
0.4869,2.79604208
0.4871,2.79604208
0.4872,2.79604208
0.4874,2.79604208
0.4876,2.79604208
0.4878,2.79604208
0.4880,2.79604208
0.4881,2.79604208
0.4883,2.79604208
0.4885,2.79604208
0.4887,2.79604208
0.4889,2.79604208
0.4890,2.79604208
0.4892,2.79604208
0.4894,2.79604208
0.4896,2.79604208
0.4897,2.79604208
0.4899,2.79604208
0.4901,2.79604208
0.4903,2.79604208
0.4905,2.79604208
0.4906,2.79604208
0.4908,2.79604208
0.4910,2.79604208
0.4912,2.79604208
0.4914,2.79604208
0.4915,2.79604208
0.4917,2.79604208
0.4919,2.79604208
0.4921,2.79604208
0.4923,2.79604208
0.4924,2.79604208
0.4926,2.79604208
0.4928,2.79604208
0.4930,2.79604208
0.4932,2.79604208
0.4933,2.79604208
0.4935,2.79604208
0.4937,2.79604208
0.4939,2.79604208
0.4940,2.79604208
0.4942,2.79604208
0.4944,2.79604208
0.4946,2.79604208
0.4948,2.79604208
0.4949,2.79604208
0.4951,2.79604208
0.4953,2.79604208
0.4955,2.79604208
0.4957,2.79604208
0.4958,2.79604208
0.4960,2.79604208
0.4962,2.79604208
0.4964,2.79604208
0.4966,2.79604208
0.4967,2.79604208
0.4969,2.79604208
0.4971,2.79604208
0.4973,2.79604208
0.4974,2.79604208
0.4976,2.79604208
0.4978,2.79604208
0.4980,2.79604208
0.4982,2.79604208
0.4983,2.79604208
0.4985,2.79604208
0.4987,2.79604208
0.4989,2.79604208
0.4991,2.79604208
0.4992,2.79604208
0.4994,2.79604208
0.4996,2.79604208
0.4998,2.79604208
0.5000,2.79604208
