t,Nu
0.4550,3.91604147
0.4552,3.91604147
0.4554,3.91604146
0.4555,3.91604146
0.4557,3.91604146
0.4559,3.91604145
0.4561,3.91604145
0.4563,3.91604145
0.4564,3.91604145
0.4566,3.91604144
0.4568,3.91604144
0.4570,3.91604144
0.4572,3.91604144
0.4573,3.91604143
0.4575,3.91604143
0.4577,3.91604143
0.4579,3.91604142
0.4581,3.91604142
0.4582,3.91604142
0.4584,3.91604142
0.4586,3.91604141
0.4588,3.91604141
0.4589,3.91604141
0.4591,3.91604140
0.4593,3.91604140
0.4595,3.91604140
0.4597,3.91604140
0.4598,3.91604139
0.4600,3.91604139
0.4602,3.91604139
0.4604,3.91604138
0.4606,3.91604138
0.4607,3.91604138
0.4609,3.91604138
0.4611,3.91604137
0.4613,3.91604137
0.4615,3.91604137
0.4616,3.91604137
0.4618,3.91604136
0.4620,3.91604136
0.4622,3.91604136
0.4624,3.91604135
0.4625,3.91604135
0.4627,3.91604135
0.4629,3.91604135
0.4631,3.91604134
0.4632,3.91604134
0.4634,3.91604134
0.4636,3.91604133
0.4638,3.91604133
0.4640,3.91604133
0.4641,3.91604133
0.4643,3.91604132
0.4645,3.91604132
0.4647,3.91604132
0.4649,3.91604132
0.4650,3.91604131
0.4652,3.91604131
0.4654,3.91604131
0.4656,3.91604130
0.4658,3.91604130
0.4659,3.91604130
0.4661,3.91604130
0.4663,3.91604129
0.4665,3.91604129
0.4666,3.91604129
0.4668,3.91604129
0.4670,3.91604128
0.4672,3.91604128
0.4674,3.91604128
0.4675,3.91604127
0.4677,3.91604127
0.4679,3.91604127
0.4681,3.91604127
0.4683,3.91604126
0.4684,3.91604126
0.4686,3.91604126
0.4688,3.91604125
0.4690,3.91604125
0.4692,3.91604125
0.4693,3.91604125
0.4695,3.91604124
0.4697,3.91604124
0.4699,3.91604124
0.4701,3.91604124
0.4702,3.91604123
0.4704,3.91604123
0.4706,3.91604123
0.4708,3.91604122
0.4709,3.91604122
0.4711,3.91604122
0.4713,3.91604122
0.4715,3.91604121
0.4717,3.91604121
0.4718,3.91604121
0.4720,3.91604121
0.4722,3.91604120
0.4724,3.91604120
0.4726,3.91604120
0.4727,3.91604119
0.4729,3.91604119
0.4731,3.91604119
0.4733,3.91604119
0.4735,3.91604118
0.4736,3.91604118
0.4738,3.91604118
0.4740,3.91604118
0.4742,3.91604117
0.4743,3.91604117
0.4745,3.91604117
0.4747,3.91604116
0.4749,3.91604116
0.4751,3.91604116
0.4752,3.91604116
0.4754,3.91604115
0.4756,3.91604115
0.4758,3.91604115
0.4760,3.91604115
0.4761,3.91604114
0.4763,3.91604114
0.4765,3.91604114
0.4767,3.91604113
0.4769,3.91604113
0.4770,3.91604113
0.4772,3.91604113
0.4774,3.91604112
0.4776,3.91604112
0.4778,3.91604112
0.4779,3.91604112
0.4781,3.91604111
0.4783,3.91604111
0.4785,3.91604111
0.4786,3.91604110
0.4788,3.91604110
0.4790,3.91604110
0.4792,3.91604110
0.4794,3.91604109
0.4795,3.91604109
0.4797,3.91604109
0.4799,3.91604109
0.4801,3.91604108
0.4803,3.91604108
0.4804,3.91604108
0.4806,3.91604107
0.4808,3.91604107
0.4810,3.91604107
0.4812,3.91604107
0.4813,3.91604106
0.4815,3.91604106
0.4817,3.91604106
0.4819,3.91604106
0.4820,3.91604105
0.4822,3.91604105
0.4824,3.91604105
0.4826,3.91604105
0.4828,3.91604104
0.4829,3.91604104
0.4831,3.91604104
0.4833,3.91604103
0.4835,3.91604103
0.4837,3.91604103
0.4838,3.91604103
0.4840,3.91604102
0.4842,3.91604102
0.4844,3.91604102
0.4846,3.91604102
0.4847,3.91604101
0.4849,3.91604101
0.4851,3.91604101
0.4853,3.91604101
0.4855,3.91604100
0.4856,3.91604100
0.4858,3.91604100
0.4860,3.91604099
0.4862,3.91604099
0.4863,3.91604099
0.4865,3.91604099
0.4867,3.91604098
0.4869,3.91604098
0.4871,3.91604098
0.4872,3.91604098
0.4874,3.91604097
0.4876,3.91604097
0.4878,3.91604097
0.4880,3.91604097
0.4881,3.91604096
0.4883,3.91604096
0.4885,3.91604096
0.4887,3.91604095
0.4889,3.91604095
0.4890,3.91604095
0.4892,3.91604095
0.4894,3.91604094
0.4896,3.91604094
0.4897,3.91604094
0.4899,3.91604094
0.4901,3.91604093
0.4903,3.91604093
0.4905,3.91604093
0.4906,3.91604093
0.4908,3.91604092
0.4910,3.91604092
0.4912,3.91604092
0.4914,3.91604091
0.4915,3.91604091
0.4917,3.91604091
0.4919,3.91604091
0.4921,3.91604090
0.4923,3.91604090
0.4924,3.91604090
0.4926,3.91604090
0.4928,3.91604089
0.4930,3.91604089
0.4932,3.91604089
0.4933,3.91604089
0.4935,3.91604088
0.4937,3.91604088
0.4939,3.91604088
0.4940,3.91604088
0.4942,3.91604087
0.4944,3.91604087
0.4946,3.91604087
0.4948,3.91604086
0.4949,3.91604086
0.4951,3.91604086
0.4953,3.91604086
0.4955,3.91604085
0.4957,3.91604085
0.4958,3.91604085
0.4960,3.91604085
0.4962,3.91604084
0.4964,3.91604084
0.4966,3.91604084
0.4967,3.91604084
0.4969,3.91604083
0.4971,3.91604083
0.4973,3.91604083
0.4974,3.91604083
0.4976,3.91604082
0.4978,3.91604082
0.4980,3.91604082
0.4982,3.91604082
0.4983,3.91604081
0.4985,3.91604081
0.4987,3.91604081
0.4989,3.91604080
0.4991,3.91604080
0.4992,3.91604080
0.4994,3.91604080
0.4996,3.91604079
0.4998,3.91604079
0.5000,3.91604079
